艦船ID,艦名,アイテムID,アイテム名,装備ID,装備名,入手日時,海域,海域,セル,難易度,ボス,敵編成,ランク,司令部Lv
-1,(なし),-1,(なし),-1,(なし),2016/01/15 23:35:33,5,1,3,なし,-,137064375,A,109
43,時雨,-1,(なし),-1,(なし),2016/01/16 00:06:04,5,1,3,なし,-,3694736678,A,109
23,由良,-1,(なし),-1,(なし),2016/01/16 00:08:05,5,1,3,なし,-,137064375,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 00:12:29,5,1,3,なし,-,3239158213,A,109
102,千歳,-1,(なし),-1,(なし),2016/01/16 00:14:08,5,1,3,なし,-,3239158213,A,109
100,多摩,-1,(なし),-1,(なし),2016/01/16 00:16:33,5,1,3,なし,-,3694736678,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 00:18:24,5,1,3,なし,-,3239158213,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 00:20:07,5,1,3,なし,-,3694736678,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 00:22:02,5,1,3,なし,-,3239158213,A,109
29,文月,-1,(なし),-1,(なし),2016/01/16 11:06:17,5,1,2,なし,-,3865335804,A,109
65,羽黒,-1,(なし),-1,(なし),2016/01/16 11:59:41,5,1,3,なし,-,3694736678,S,109
75,飛鷹,-1,(なし),-1,(なし),2016/01/16 12:01:50,5,1,3,なし,-,137064375,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 12:03:52,5,1,3,なし,-,137064375,A,109
60,加古,-1,(なし),-1,(なし),2016/01/16 12:05:18,5,1,3,なし,-,3694736678,S,109
56,那珂,-1,(なし),-1,(なし),2016/01/16 12:08:29,5,1,3,なし,-,3694736678,A,109
28,皐月,-1,(なし),-1,(なし),2016/01/16 12:11:29,5,1,3,なし,-,3239158213,A,109
1,睦月,-1,(なし),-1,(なし),2016/01/16 12:14:07,5,1,3,なし,-,3239158213,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 12:17:04,5,1,3,なし,-,3239158213,B,109
28,皐月,-1,(なし),-1,(なし),2016/01/16 12:20:58,5,1,3,なし,-,3239158213,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 12:22:45,5,1,3,なし,-,3694736678,S,109
69,鳥海,-1,(なし),-1,(なし),2016/01/16 12:43:47,5,1,3,なし,-,3239158213,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 13:15:41,5,1,3,なし,-,137064375,S,109
103,千代田,-1,(なし),-1,(なし),2016/01/16 13:18:14,5,1,3,なし,-,137064375,A,109
24,大井,-1,(なし),-1,(なし),2016/01/16 13:20:09,5,1,3,なし,-,137064375,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 13:22:37,5,1,3,なし,-,3239158213,A,109
30,菊月,-1,(なし),-1,(なし),2016/01/16 13:25:07,5,1,3,なし,-,3239158213,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 13:56:09,5,1,3,なし,-,137064375,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 13:58:46,5,1,3,なし,-,137064375,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 14:02:25,5,1,3,なし,-,137064375,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 14:04:10,5,1,3,なし,-,137064375,S,109
55,神通,-1,(なし),-1,(なし),2016/01/16 14:07:00,5,1,3,なし,-,3694736678,S,109
23,由良,-1,(なし),-1,(なし),2016/01/16 14:10:48,5,1,3,なし,-,137064375,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 14:15:10,5,1,3,なし,-,3694736678,B,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 14:46:13,5,1,3,なし,-,3239158213,B,109
56,那珂,-1,(なし),-1,(なし),2016/01/16 14:48:35,5,1,3,なし,-,3694736678,S,109
33,叢雲,-1,(なし),-1,(なし),2016/01/16 15:13:08,5,1,2,なし,-,1440483839,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 15:17:39,5,1,5,なし,-,3792769515,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 15:47:38,5,1,3,なし,-,3694736678,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 15:49:41,5,1,3,なし,-,137064375,S,109
103,千代田,-1,(なし),-1,(なし),2016/01/16 15:52:33,5,1,3,なし,-,3239158213,A,109
68,摩耶,-1,(なし),-1,(なし),2016/01/16 16:56:23,5,1,3,なし,-,137064375,S,109
69,鳥海,-1,(なし),-1,(なし),2016/01/16 17:00:54,5,1,3,なし,-,3694736678,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 17:04:33,5,1,3,なし,-,3694736678,A,109
31,望月,-1,(なし),-1,(なし),2016/01/16 17:06:34,5,1,3,なし,-,3239158213,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 17:08:25,5,1,3,なし,-,3239158213,A,109
53,名取,-1,(なし),-1,(なし),2016/01/16 17:10:32,5,1,3,なし,-,3694736678,A,109
23,由良,-1,(なし),-1,(なし),2016/01/16 17:12:26,5,1,3,なし,-,3694736678,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 19:18:03,2,3,5,なし,-,283716643,B,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 19:19:23,2,3,10,なし,-,52127808,A,109
29,文月,-1,(なし),-1,(なし),2016/01/16 19:20:48,2,3,1,なし,-,3775494377,A,109
66,高雄,-1,(なし),-1,(なし),2016/01/16 19:23:28,2,3,10,なし,-,1274446900,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 19:30:24,6,2,2,なし,-,2022100461,S,109
22,五十鈴,-1,(なし),-1,(なし),2016/01/16 19:32:56,6,2,10,なし,-,2222403486,S,109
87,日向,-1,(なし),-1,(なし),2016/01/16 19:35:06,6,2,18,なし,ボス,3285419425,S,109
23,由良,-1,(なし),-1,(なし),2016/01/16 19:38:22,6,2,2,なし,-,1537701256,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 19:40:37,6,2,10,なし,-,1741605495,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 19:44:00,6,2,2,なし,-,4001280468,S,109
12,磯波,-1,(なし),-1,(なし),2016/01/16 19:46:41,6,2,2,なし,-,2022100461,S,109
75,飛鷹,-1,(なし),-1,(なし),2016/01/16 19:48:55,6,2,10,なし,-,2222403486,S,109
74,祥鳳,-1,(なし),-1,(なし),2016/01/16 19:51:24,6,2,18,なし,ボス,3285419425,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 19:55:42,6,2,2,なし,-,1537701256,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 19:57:39,6,2,10,なし,-,1741605495,S,109
191,伊19,-1,(なし),-1,(なし),2016/01/16 20:00:10,6,2,18,なし,ボス,1911381825,A,109
61,青葉,-1,(なし),-1,(なし),2016/01/16 20:05:23,6,2,2,なし,-,2022100461,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 20:07:42,6,2,10,なし,-,1632529562,S,109
125,熊野,-1,(なし),-1,(なし),2016/01/16 20:10:16,6,2,18,なし,ボス,1911381825,A,109
12,磯波,-1,(なし),-1,(なし),2016/01/16 20:13:55,6,2,2,なし,-,4001280468,S,109
27,山城,-1,(なし),-1,(なし),2016/01/16 20:16:12,6,2,10,なし,-,1632529562,S,109
39,子日,-1,(なし),-1,(なし),2016/01/16 20:18:47,6,2,2,なし,-,1537701256,A,109
98,荒潮,-1,(なし),-1,(なし),2016/01/16 20:21:21,6,2,10,なし,-,1741605495,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 20:25:20,6,2,2,なし,-,4001280468,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 20:28:43,6,2,10,なし,-,1741605495,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 20:33:04,6,2,2,なし,-,2022100461,S,109
9,吹雪,-1,(なし),-1,(なし),2016/01/16 20:35:41,6,2,10,なし,-,1741605495,A,109
123,衣笠,-1,(なし),-1,(なし),2016/01/16 20:38:06,6,2,18,なし,ボス,3285419425,A,109
22,五十鈴,-1,(なし),-1,(なし),2016/01/16 20:42:26,6,2,2,なし,-,1537701256,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 20:44:53,6,2,10,なし,-,1741605495,A,109
124,鈴谷,-1,(なし),-1,(なし),2016/01/16 20:47:03,6,2,18,なし,ボス,3593549630,S,109
54,川内,-1,(なし),-1,(なし),2016/01/16 20:51:36,6,2,2,なし,-,1537701256,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 20:54:07,6,2,10,なし,-,2222403486,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 21:00:37,6,2,18,なし,ボス,3285419425,C,109
-1,(なし),-1,(なし),-1,(なし),2016/01/16 21:04:32,6,2,2,なし,-,2022100461,S,109
53,名取,-1,(なし),-1,(なし),2016/01/16 21:07:52,6,2,2,なし,-,1537701256,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 11:11:19,5,1,2,なし,-,1440483839,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 11:13:57,5,1,5,なし,-,607973369,A,109
6,長月,-1,(なし),-1,(なし),2016/01/18 11:41:04,5,1,3,なし,-,3239158213,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 11:45:05,2,2,1,なし,-,1142649758,A,109
27,山城,-1,(なし),-1,(なし),2016/01/18 11:47:07,2,2,7,なし,ボス,2749283405,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 11:49:33,2,2,4,なし,-,572727137,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 11:51:33,2,3,1,なし,-,3775494377,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 11:53:14,2,3,3,なし,-,3500098331,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 11:55:14,1,4,2,なし,-,1564359057,S,109
46,五月雨,-1,(なし),-1,(なし),2016/01/18 11:56:51,1,4,10,なし,ボス,1082168315,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 11:58:14,1,4,1,なし,-,1080820747,S,109
1,睦月,-1,(なし),-1,(なし),2016/01/18 12:00:03,1,4,10,なし,ボス,1082168315,A,109
33,叢雲,-1,(なし),-1,(なし),2016/01/18 12:01:46,1,4,2,なし,-,1564359057,A,109
31,望月,-1,(なし),-1,(なし),2016/01/18 12:04:43,1,4,7,なし,-,652639777,S,109
38,初春,-1,(なし),-1,(なし),2016/01/18 12:06:24,1,4,12,なし,ボス,1471400852,A,109
21,長良,-1,(なし),-1,(なし),2016/01/18 12:19:03,1,4,8,なし,-,1634281502,S,109
65,羽黒,-1,(なし),-1,(なし),2016/01/18 12:26:17,1,4,13,なし,ボス,3315117023,A,109
45,夕立,-1,(なし),-1,(なし),2016/01/18 12:29:09,1,4,2,なし,-,1564359057,A,109
11,深雪,-1,(なし),-1,(なし),2016/01/18 12:31:19,1,4,10,なし,ボス,3369061746,A,109
22,五十鈴,-1,(なし),-1,(なし),2016/01/18 22:31:19,2,3,1,なし,-,2647581887,A,109
74,祥鳳,-1,(なし),-1,(なし),2016/01/18 22:32:38,2,3,3,なし,-,1568084535,S,109
13,綾波,-1,(なし),-1,(なし),2016/01/18 22:36:56,2,3,9,なし,-,1254844116,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 22:38:22,2,3,1,なし,-,1449442088,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 22:39:37,2,3,3,なし,-,3500098331,S,109
48,霰,-1,(なし),-1,(なし),2016/01/18 22:41:33,2,3,9,なし,-,1254844116,A,109
53,名取,-1,(なし),-1,(なし),2016/01/18 22:43:49,2,3,1,なし,-,3775494377,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 22:45:14,2,3,3,なし,-,265411232,A,109
75,飛鷹,-1,(なし),-1,(なし),2016/01/18 22:46:38,2,3,9,なし,-,1254844116,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 22:54:46,2,5,2,なし,-,3285323245,S,109
1,睦月,-1,(なし),-1,(なし),2016/01/18 22:56:02,2,5,6,なし,-,3236036956,S,109
164,弥生,-1,(なし),-1,(なし),2016/01/18 22:57:44,2,5,12,なし,ボス,1320198054,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 23:03:25,5,1,3,なし,-,3694736678,S,109
45,夕立,-1,(なし),-1,(なし),2016/01/18 23:07:12,5,1,3,なし,-,3694736678,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 23:12:04,5,1,3,なし,-,137064375,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 23:14:28,5,1,3,なし,-,3239158213,A,109
66,高雄,-1,(なし),-1,(なし),2016/01/18 23:18:54,3,3,1,なし,-,3166583471,S,109
103,千代田,-1,(なし),-1,(なし),2016/01/18 23:20:29,3,3,3,なし,-,547884230,S,109
27,山城,-1,(なし),-1,(なし),2016/01/18 23:22:30,3,3,11,なし,ボス,1163366728,S,109
52,龍田,-1,(なし),-1,(なし),2016/01/18 23:25:15,3,3,1,なし,-,2797475756,S,109
68,摩耶,-1,(なし),-1,(なし),2016/01/18 23:27:02,3,3,12,なし,-,1974849312,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 23:29:36,3,3,1,なし,-,2797475756,S,109
76,龍驤,-1,(なし),-1,(なし),2016/01/18 23:31:07,3,3,12,なし,-,1673178799,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 23:34:25,3,3,1,なし,-,3166583471,S,109
68,摩耶,-1,(なし),-1,(なし),2016/01/18 23:36:23,3,3,12,なし,-,1673178799,A,109
64,足柄,-1,(なし),-1,(なし),2016/01/18 23:39:20,3,3,1,なし,-,3166583471,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 23:40:35,3,3,3,なし,-,547884230,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/18 23:41:59,3,3,7,なし,-,4290792538,S,109
87,日向,-1,(なし),-1,(なし),2016/01/18 23:45:51,3,3,1,なし,-,3166583471,S,109
14,敷波,-1,(なし),-1,(なし),2016/01/18 23:47:20,3,3,3,なし,-,1269883655,S,109
62,妙高,-1,(なし),-1,(なし),2016/01/18 23:49:35,3,3,11,なし,ボス,2568909990,A,109
72,筑摩,-1,(なし),-1,(なし),2016/01/19 16:43:38,5,1,3,なし,-,3694736678,S,109
60,加古,-1,(なし),-1,(なし),2016/01/19 16:45:44,5,1,3,なし,-,137064375,S,109
56,那珂,-1,(なし),-1,(なし),2016/01/19 19:43:17,5,1,3,なし,-,3239158213,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 20:12:16,5,1,3,なし,-,3694736678,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 20:14:09,5,1,3,なし,-,3239158213,A,109
67,愛宕,-1,(なし),-1,(なし),2016/01/19 20:15:47,5,1,3,なし,-,3694736678,S,109
102,千歳,-1,(なし),-1,(なし),2016/01/19 20:21:52,5,1,3,なし,-,137064375,A,109
64,足柄,-1,(なし),-1,(なし),2016/01/19 20:23:39,5,1,3,なし,-,137064375,S,109
38,初春,-1,(なし),-1,(なし),2016/01/19 20:26:13,5,1,3,なし,-,137064375,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 20:28:18,5,1,3,なし,-,3239158213,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 20:30:22,5,1,3,なし,-,3694736678,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 20:34:31,5,1,3,なし,-,3694736678,A,109
53,名取,-1,(なし),-1,(なし),2016/01/19 20:37:15,5,1,3,なし,-,3239158213,A,109
44,村雨,-1,(なし),-1,(なし),2016/01/19 21:27:57,5,1,3,なし,-,3239158213,B,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 21:29:36,5,1,3,なし,-,137064375,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 21:32:03,5,1,3,なし,-,3694736678,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 21:33:40,5,1,3,なし,-,137064375,A,109
25,北上,-1,(なし),-1,(なし),2016/01/19 21:36:09,5,1,3,なし,-,137064375,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 21:38:49,5,1,3,なし,-,137064375,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 21:40:54,5,1,3,なし,-,3239158213,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 21:42:48,5,1,3,なし,-,3694736678,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 21:46:56,4,2,1,なし,-,3414836491,D,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 21:48:45,4,2,11,なし,-,848668496,B,109
76,龍驤,-1,(なし),-1,(なし),2016/01/19 21:50:01,4,2,13,なし,ボス,3940082763,A,109
32,初雪,-1,(なし),-1,(なし),2016/01/19 21:52:10,4,2,2,なし,-,1609598289,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 21:54:36,4,2,2,なし,-,511456754,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 21:56:06,4,2,11,なし,-,4280059846,A,109
25,北上,-1,(なし),-1,(なし),2016/01/19 21:57:43,4,2,13,なし,ボス,3217229487,B,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 22:00:15,4,2,1,なし,-,3414836491,D,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 22:02:18,4,2,11,なし,-,1038761248,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 22:04:19,4,2,8,なし,-,1780038681,A,109
52,龍田,-1,(なし),-1,(なし),2016/01/19 22:09:48,2,2,1,なし,-,1142649758,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 22:12:50,2,2,4,なし,-,2754143600,A,109
101,木曾,-1,(なし),-1,(なし),2016/01/19 22:19:09,3,3,1,なし,-,2797475756,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 22:20:33,3,3,3,なし,-,1269883655,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 22:22:15,3,3,7,なし,-,3411417950,S,109
63,那智,-1,(なし),-1,(なし),2016/01/19 22:26:12,3,3,1,なし,-,2797475756,S,109
97,満潮,-1,(なし),-1,(なし),2016/01/19 22:28:03,3,3,12,なし,-,4043564991,S,109
63,那智,-1,(なし),-1,(なし),2016/01/19 22:30:06,3,3,1,なし,-,3166583471,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 22:31:32,3,3,12,なし,-,1974849312,S,109
14,敷波,-1,(なし),-1,(なし),2016/01/19 22:35:07,3,3,1,なし,-,2797475756,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 22:37:04,3,3,12,なし,-,1673178799,S,109
26,扶桑,-1,(なし),-1,(なし),2016/01/19 22:39:15,3,3,13,なし,ボス,168651939,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 22:41:53,3,3,1,なし,-,3166583471,S,109
68,摩耶,-1,(なし),-1,(なし),2016/01/19 22:43:13,3,3,12,なし,-,4043564991,S,109
126,伊168,-1,(なし),-1,(なし),2016/01/19 22:45:09,3,3,1,なし,-,2797475756,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/19 22:46:51,3,3,12,なし,-,1974849312,S,109
27,山城,-1,(なし),-1,(なし),2016/01/20 10:23:43,5,1,3,なし,-,3694736678,S,109
30,菊月,-1,(なし),-1,(なし),2016/01/20 11:16:38,5,1,3,なし,-,137064375,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 11:32:06,5,1,3,なし,-,3694736678,S,109
6,長月,-1,(なし),-1,(なし),2016/01/20 11:37:33,5,1,3,なし,-,3239158213,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 11:45:19,5,1,3,なし,-,137064375,A,109
65,羽黒,-1,(なし),-1,(なし),2016/01/20 11:55:37,5,1,3,なし,-,137064375,S,109
100,多摩,-1,(なし),-1,(なし),2016/01/20 11:59:27,5,1,3,なし,-,137064375,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 12:09:25,5,1,3,なし,-,3694736678,A,109
56,那珂,-1,(なし),-1,(なし),2016/01/20 12:11:00,5,1,3,なし,-,137064375,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 12:12:56,5,1,3,なし,-,3694736678,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 12:15:10,5,1,3,なし,-,137064375,A,109
101,木曾,-1,(なし),-1,(なし),2016/01/20 12:17:05,5,1,3,なし,-,3694736678,S,109
67,愛宕,-1,(なし),-1,(なし),2016/01/20 13:19:21,5,1,3,なし,-,3694736678,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 13:23:27,5,1,3,なし,-,137064375,A,109
67,愛宕,-1,(なし),-1,(なし),2016/01/20 13:59:18,3,1,1,なし,-,4213456888,S,109
77,伊勢,-1,(なし),-1,(なし),2016/01/20 14:01:30,3,1,6,なし,ボス,809508217,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 14:06:58,2,5,2,なし,-,2291308637,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 14:09:35,2,5,2,なし,-,3285323245,S,109
63,那智,-1,(なし),-1,(なし),2016/01/20 14:10:49,2,5,6,なし,-,3236036956,S,109
70,最上,-1,(なし),-1,(なし),2016/01/20 14:13:19,2,5,12,なし,ボス,1464885807,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 16:35:43,3,3,1,なし,-,648071495,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 16:39:19,3,3,3,なし,-,1269883655,S,109
48,霰,-1,(なし),-1,(なし),2016/01/20 16:41:02,3,3,7,なし,-,3202745036,S,109
86,比叡,-1,(なし),-1,(なし),2016/01/20 16:43:39,3,3,13,なし,ボス,168651939,S,109
65,羽黒,-1,(なし),-1,(なし),2016/01/20 16:53:51,3,3,1,なし,-,648071495,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 17:00:10,3,3,12,なし,-,1673178799,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 17:03:36,2,3,5,なし,-,4242584104,A,109
40,若葉,-1,(なし),-1,(なし),2016/01/20 17:05:09,2,3,10,なし,-,3378188854,A,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 17:07:29,5,1,3,なし,-,3694736678,S,109
103,千代田,-1,(なし),-1,(なし),2016/01/20 17:09:49,5,1,3,なし,-,3694736678,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 17:40:56,5,1,3,なし,-,3239158213,S,109
-1,(なし),-1,(なし),-1,(なし),2016/01/20 18:31:59,5,1,3,なし,-,3239158213,A,109
101,木曾,-1,(なし),-1,(なし),2016/01/20 19:19:36,5,1,3,なし,-,3239158213,A,109
40,若葉,-1,(なし),-1,(なし),2016/01/26 15:44:10,1,4,1,なし,-,2229793804,S,109
37,電,-1,(なし),-1,(なし),2016/01/26 15:46:15,1,4,10,なし,ボス,3369061746,S,109
48,霰,-1,(なし),-1,(なし),2016/01/26 15:48:44,1,4,8,なし,-,1634281502,S,109
36,雷,-1,(なし),-1,(なし),2016/01/26 15:50:32,1,4,13,なし,ボス,202933626,S,109
60,加古,-1,(なし),-1,(なし),2016/01/26 15:52:30,1,4,1,なし,-,2229793804,S,109
98,荒潮,-1,(なし),-1,(なし),2016/01/26 15:54:43,1,4,10,なし,ボス,1082168315,S,109
14,敷波,-1,(なし),-1,(なし),2016/02/01 09:04:02,1,4,1,なし,-,2229793804,S,109
102,千歳,-1,(なし),-1,(なし),2016/02/01 09:05:43,1,4,10,なし,ボス,3369061746,S,109
13,綾波,-1,(なし),-1,(なし),2016/02/01 09:08:02,1,4,8,なし,-,2227706060,S,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 09:09:25,1,4,9,なし,-,3422532766,A,109
37,電,-1,(なし),-1,(なし),2016/02/01 09:10:51,1,4,1,なし,-,2229793804,S,109
19,黒潮,-1,(なし),-1,(なし),2016/02/01 09:12:50,1,4,10,なし,ボス,3369061746,S,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 09:15:08,1,4,2,なし,-,3016132746,A,109
2,如月,-1,(なし),-1,(なし),2016/02/01 09:16:43,1,4,7,なし,-,3099960561,S,109
96,大潮,-1,(なし),-1,(なし),2016/02/01 09:18:04,1,4,12,なし,ボス,1471400852,A,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 09:19:54,1,4,1,なし,-,1080820747,A,109
14,敷波,-1,(なし),-1,(なし),2016/02/01 09:22:11,1,4,10,なし,ボス,3369061746,A,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 09:24:24,1,4,1,なし,-,3761177089,A,109
13,綾波,-1,(なし),-1,(なし),2016/02/01 09:26:03,1,4,7,なし,-,3099960561,A,109
47,涼風,-1,(なし),-1,(なし),2016/02/01 09:28:01,1,4,12,なし,ボス,1471400852,S,109
10,白雪,-1,(なし),-1,(なし),2016/02/01 09:30:17,1,4,2,なし,-,2364160368,A,109
14,敷波,-1,(なし),-1,(なし),2016/02/01 09:31:53,1,4,7,なし,-,2087918373,S,109
42,白露,-1,(なし),-1,(なし),2016/02/01 09:33:16,1,4,12,なし,ボス,1471400852,S,109
21,長良,-1,(なし),-1,(なし),2016/02/01 09:34:40,1,4,1,なし,-,3761177089,S,109
14,敷波,-1,(なし),-1,(なし),2016/02/01 09:36:38,1,4,10,なし,ボス,1082168315,A,109
37,電,-1,(なし),-1,(なし),2016/02/01 09:38:24,1,4,1,なし,-,1080820747,A,109
103,千代田,-1,(なし),-1,(なし),2016/02/01 09:40:18,1,4,10,なし,ボス,3369061746,S,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 09:44:32,5,1,3,なし,-,3239158213,A,109
56,那珂,-1,(なし),-1,(なし),2016/02/01 09:48:08,5,1,3,なし,-,137064375,S,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 09:50:09,5,1,3,なし,-,3239158213,A,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 09:52:46,5,1,3,なし,-,137064375,S,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 09:59:11,4,2,1,なし,-,3414836491,D,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 10:00:36,4,2,7,なし,-,515073024,B,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 10:02:10,4,2,8,なし,-,2390221519,A,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 10:04:06,4,2,1,なし,-,2535984804,B,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 10:05:28,4,2,11,なし,-,848668496,B,109
22,五十鈴,-1,(なし),-1,(なし),2016/02/01 10:06:46,4,2,13,なし,ボス,3217229487,B,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 10:09:10,4,2,2,なし,-,963701455,A,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 10:10:28,4,2,11,なし,-,4280059846,A,109
71,利根,-1,(なし),-1,(なし),2016/02/01 10:12:35,4,2,8,なし,-,1780038681,S,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 10:15:18,4,2,1,なし,-,2535984804,B,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 10:16:45,4,2,11,なし,-,1038761248,A,109
71,利根,-1,(なし),-1,(なし),2016/02/01 10:18:07,4,2,13,なし,ボス,3217229487,A,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 10:34:06,4,2,2,なし,-,1609598289,A,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 10:36:07,4,2,11,なし,-,848668496,B,109
77,伊勢,-1,(なし),-1,(なし),2016/02/01 10:37:28,4,2,13,なし,ボス,861357545,A,109
-1,(なし),-1,(なし),-1,(なし),2016/02/01 10:39:44,4,2,1,なし,-,2535984804,B,109
