日時,燃料,弾薬,鋼材,ボーキ,高速建造材,高速修復材,開発資材,改修資材,司令部Lv,提督Exp
2015/12/11 10:00:06,10311,10160,25295,15415,1092,92,883,26,107,4489569
2015/12/11 12:00:45,10595,10480,25423,15475,1092,92,883,26,107,4489609
2015/12/11 13:07:09,11293,11255,25653,15617,1093,94,886,26,107,4491519
2015/12/11 14:58:04,11791,11906,26650,15974,1093,95,888,26,107,4495495
2015/12/11 15:03:29,11797,12012,26686,15976,1093,95,888,26,107,4495515
2015/12/11 16:07:57,12347,11445,27235,16352,1093,97,892,26,107,4500410
2015/12/11 17:03:10,12010,11219,27357,16936,1093,98,894,28,107,4507036
2015/12/12 11:54:29,6337,4775,20359,14940,1093,105,874,31,107,4522765
2015/12/12 12:02:06,6915,5582,20527,15012,1093,105,874,31,107,4523015
2015/12/12 14:21:34,6653,5379,20562,15009,1094,106,874,31,107,4523215
2015/12/12 15:46:22,7357,6214,20733,15157,1094,106,875,31,107,4523365
2015/12/12 16:15:52,7512,6544,20784,15187,1094,107,875,31,107,4523425
2015/12/12 17:15:08,7820,5517,19991,14835,1096,111,869,29,107,4523855
2015/12/14 09:08:27,11066,8889,21752,15998,1100,127,871,27,107,4528497
2015/12/14 10:11:36,11630,9703,21853,16039,1100,128,871,27,107,4528667
2015/12/14 14:22:59,12317,10062,22053,16592,1104,140,872,26,107,4541734
2015/12/14 15:07:19,12850,10850,22339,16757,1104,141,872,26,107,4541964
2015/12/14 16:07:55,12680,10768,22461,16567,1104,142,873,26,107,4542209
2015/12/14 17:09:04,13280,11474,22547,16608,1104,143,873,26,107,4542359
2015/12/14 18:07:36,13276,11631,22572,16627,1104,144,873,26,107,4542379
2015/12/14 19:06:09,13440,12091,22694,16667,1104,145,873,26,107,4542459
2015/12/14 20:38:56,14026,12927,22808,16718,1104,145,873,26,107,4542629
2015/12/14 21:28:38,14042,13075,22878,16734,1104,145,873,26,107,4542649
2015/12/14 22:03:38,14931,14254,23464,17066,1104,146,876,26,107,4542799
2015/12/14 23:03:07,14920,14514,23555,17086,1104,147,876,26,107,4542839
2015/12/15 13:16:15,15951,16109,23834,17390,1104,148,876,26,107,4543009
2015/12/15 14:00:54,16255,15446,23577,17112,1107,152,875,25,107,4548499
2015/12/15 16:57:54,16376,15623,23649,17171,1107,152,875,25,107,4548499
2015/12/15 17:58:53,17083,16422,23848,17311,1107,152,876,25,107,4548649
2015/12/15 18:01:21,17058,16525,23881,17312,1107,152,876,25,107,4548669
2015/12/15 19:04:16,17039,16354,24495,17403,1107,154,880,28,107,4555529
2015/12/15 20:00:10,17408,16805,25081,17572,1107,157,882,28,107,4560618
2015/12/15 21:00:28,17527,17130,25486,17662,1108,158,883,28,107,4562794
2015/12/15 21:56:19,18080,17911,26034,17850,1108,158,883,28,107,4567000
2015/12/15 22:00:12,18065,17879,26156,17852,1108,158,883,28,107,4567156
2015/12/15 23:04:51,17999,17908,26230,17873,1108,158,883,28,107,4569032
2015/12/16 11:35:17,18808,18958,26876,18143,1108,158,883,28,107,4569092
2015/12/16 12:07:00,19766,19317,27210,18619,1108,161,883,28,107,4569432
2015/12/16 13:14:34,19659,19397,27389,18671,1109,163,883,28,107,4569592
2015/12/16 14:00:14,14358,13311,21439,17157,1110,167,870,29,107,4571740
2015/12/16 15:00:48,15698,12810,22097,18294,1116,171,876,27,107,4577226
2015/12/16 16:18:10,15561,13002,22262,18395,1116,172,877,27,107,4577836
2015/12/16 17:21:45,16271,14100,22650,18586,1116,173,877,27,107,4578006
2015/12/16 18:34:59,16297,14272,22718,18610,1116,173,877,27,107,4578026
2015/12/16 19:07:29,16373,13933,23301,18411,1116,174,878,27,107,4585790
2015/12/16 20:02:34,15961,14206,24038,19356,1117,175,880,29,107,4590370
2015/12/16 21:00:21,16572,14262,25096,19867,1118,181,880,29,107,4594928
2015/12/16 22:16:11,16707,14917,25814,19937,1118,183,880,32,107,4597620
2015/12/17 07:57:28,17108,15899,25924,20151,1118,183,880,32,107,4597700
2015/12/17 08:01:46,18115,16378,26442,20667,1118,185,880,32,107,4598080
2015/12/17 09:02:14,18172,15506,25986,20787,1121,190,878,30,107,4598405
2015/12/17 15:34:30,18845,16403,26733,21128,1122,193,880,30,107,4598625
2015/12/17 16:07:05,19147,15773,25516,21109,1122,194,880,30,107,4599075
2015/12/17 17:05:46,19115,15908,25606,21179,1122,194,881,30,107,4599095
2015/12/17 18:12:23,19294,16374,25752,21221,1122,195,881,30,107,4599175
2015/12/17 19:01:03,19218,17000,26206,21237,1122,195,881,30,107,4599295
2015/12/17 20:00:25,19382,17588,26854,21537,1122,198,882,30,108,4600320
2015/12/17 21:00:12,19393,17870,26994,21577,1122,199,882,30,108,4600902
2015/12/17 22:15:15,18689,17953,27624,21857,1123,201,883,30,108,4603702
2015/12/17 22:56:00,18064,17534,27723,21770,1123,202,883,30,108,4606366
2015/12/17 23:00:32,18069,17540,27726,21772,1123,202,883,30,108,4606746
2015/12/18 11:52:47,12712,10776,21402,20634,1124,205,864,30,108,4608246
2015/12/18 12:00:01,13141,10982,21454,20891,1116,207,863,30,108,4608406
2015/12/18 13:10:58,13174,10977,21284,21164,1117,212,865,29,108,4610633
2015/12/18 14:02:01,13023,10813,22129,21310,1118,213,869,31,108,4614315
2015/12/18 15:46:12,12601,10548,22129,21310,1118,214,869,31,108,4615817
2015/12/18 16:00:14,12677,11349,22599,21335,1118,215,869,31,108,4616077
2015/12/18 17:47:26,11666,10409,22841,21355,1118,216,870,31,108,4619047
2015/12/18 17:51:15,11813,10715,22897,21377,1118,217,870,31,108,4619107
2015/12/18 18:00:52,11712,10602,22906,21375,1118,217,870,31,108,4619677
2015/12/18 19:00:59,11219,10474,23318,21725,1118,218,872,32,108,4622667
2015/12/18 20:00:36,10197,9518,23420,21645,1118,219,872,32,108,4626737
2015/12/18 21:01:04,9657,8520,22895,21570,1118,218,872,32,108,4630407
2015/12/19 13:43:23,8735,7040,21862,21214,1121,217,867,30,108,4637239
2015/12/19 14:05:28,9251,7550,22083,21381,1121,219,869,30,108,4638299
2015/12/19 15:32:55,8578,6864,22466,21396,1121,218,872,30,108,4639509
2015/12/19 16:04:52,8734,7194,22517,21426,1121,218,872,30,108,4639569
2015/12/19 16:55:44,8878,7514,22497,21468,1121,222,872,30,108,4640219
2015/12/19 16:56:48,8881,7517,22500,21469,1121,222,872,30,108,4640219
2015/12/19 17:00:36,8884,7520,22503,21470,1121,222,872,30,108,4640219
2015/12/19 18:08:27,8560,7181,22577,21457,1121,222,872,30,108,4641579
2015/12/19 19:11:57,8452,7427,22325,21654,1122,220,873,30,108,4643153
2015/12/19 20:07:10,8412,7681,22370,21672,1122,221,873,30,108,4643193
2015/12/20 17:46:12,7478,6780,22135,21720,1126,223,875,28,108,4656288
2015/12/20 18:02:59,7364,6758,22183,21726,1126,223,875,28,108,4656568
2015/12/20 19:04:29,6430,5900,22055,21636,1126,218,875,28,108,4659508
2015/12/20 20:25:01,5765,5210,21546,21343,1126,212,857,16,108,4661888
2015/12/20 21:07:42,5741,5452,21628,21357,1126,213,857,16,108,4661928
2015/12/20 22:23:40,6339,6178,21695,21402,1126,214,857,16,108,4662078
2015/12/20 23:07:27,6343,6323,21745,21417,1126,214,857,16,108,4662098
2015/12/21 12:07:34,7454,7854,22238,21697,1126,215,857,16,108,4662268
2015/12/21 13:11:00,8610,8402,22745,21543,1129,224,855,13,108,4665289
2015/12/21 14:02:35,8875,8879,23118,21770,1130,226,857,13,108,4667509
2015/12/21 15:47:07,8951,9463,23293,22100,1130,226,860,13,108,4668384
2015/12/21 16:03:37,9024,9676,23361,22126,1130,227,860,13,108,4668894
2015/12/21 17:13:40,9347,9233,23490,21944,1130,230,860,14,108,4670324
2015/12/21 18:22:45,8966,9546,23755,22187,1130,231,860,16,108,4675684
2015/12/21 19:02:51,8947,9614,24273,22181,1130,233,863,19,108,4686304
2015/12/21 20:00:16,5979,7987,21157,20815,1130,219,863,19,108,4695584
2015/12/21 21:12:39,4669,7705,19254,20754,1130,218,863,19,108,4698328
2015/12/21 22:05:55,5037,8282,19335,20772,1130,220,863,19,108,4698540
2015/12/22 13:26:58,7509,10627,21712,22324,1134,224,872,19,108,4699775
2015/12/22 14:01:08,7616,11239,21251,21565,1136,231,869,18,108,4699815
2015/12/22 15:19:16,7514,11223,21384,21546,1137,231,871,18,108,4700155
2015/12/22 16:39:55,8386,11628,21791,21593,1137,231,871,18,108,4700335
2015/12/22 17:09:39,8377,11758,21831,21603,1137,232,871,18,108,4700355
2015/12/22 18:03:29,8728,12542,22295,21841,1137,235,873,18,108,4702336
2015/12/22 18:24:47,8780,12650,22656,21948,1137,235,874,18,108,4704092
2015/12/22 19:06:25,9534,12974,23458,22032,1137,236,877,18,108,4706444
2015/12/22 19:38:10,9564,13004,23488,22042,1137,236,877,18,108,4706644
2015/12/22 20:08:27,9312,12830,23548,21787,1137,237,877,18,108,4709464
2015/12/23 08:53:01,10745,14424,24226,22102,1137,239,877,18,108,4709764
2015/12/23 12:12:07,11717,14727,24981,23039,1137,241,878,18,108,4710284
2015/12/23 13:05:56,12545,15109,25441,23177,1137,241,879,18,108,4710444
2015/12/23 14:00:15,12590,15308,25731,23400,1138,243,881,19,108,4710784
2015/12/23 15:00:15,12510,14332,25009,23455,1141,246,872,11,108,4711099
2015/12/23 16:02:01,13308,14530,26382,23925,1141,253,865,5,108,4714635
2015/12/23 17:24:50,13725,15410,26963,24223,1141,255,866,5,108,4716451
2015/12/23 18:09:07,13727,15555,27007,24238,1141,255,866,5,108,4716471
2015/12/23 19:16:57,14323,15817,27496,24280,1141,256,866,5,108,4717244
2015/12/23 20:01:49,14536,15773,27723,24990,1141,257,868,5,108,4723168
2015/12/24 08:15:27,10352,8731,22105,24413,1142,263,861,14,108,4738163
2015/12/24 10:17:56,11095,8632,22007,24259,1144,269,860,14,108,4738973
2015/12/24 13:50:53,11917,10112,22380,24385,1144,270,862,14,108,4741233
2015/12/24 16:58:57,12028,10398,22506,24447,1144,271,862,14,108,4741253
2015/12/24 17:01:10,12734,11352,22859,24618,1144,271,862,14,108,4741403
2015/12/24 18:29:14,12481,11191,22924,24572,1144,271,863,14,108,4741683
2015/12/24 19:28:49,12549,11563,22996,24522,1144,271,863,14,108,4741803
2015/12/24 20:00:07,13208,12327,23144,24633,1145,273,864,14,108,4741953
2015/12/25 11:59:15,14866,13882,24377,24723,1148,278,866,14,108,4750296
2015/12/25 12:00:26,14869,13985,24410,24724,1148,279,866,14,108,4750316
2015/12/25 13:11:54,15333,14425,24822,24858,1148,282,869,14,108,4752647
2015/12/25 14:01:02,14596,13759,25418,24929,1149,285,871,14,108,4758577
2015/12/25 15:00:03,13357,12550,25976,24620,1149,287,872,14,108,4763032
2015/12/25 16:05:47,11675,11972,24566,23813,1149,273,872,14,108,4766622
2015/12/25 17:00:26,10277,11332,22897,22781,1149,266,872,14,108,4775297
2015/12/25 18:02:13,10035,11173,22710,22181,1149,266,872,14,108,4778547
2015/12/25 19:00:43,6793,9414,19465,20736,1149,249,872,14,108,4783837
2015/12/26 12:06:44,3875,8215,16169,17981,1150,231,873,14,108,4819242
2015/12/26 13:13:12,4654,8877,15222,17193,1152,236,868,12,108,4819412
2015/12/26 14:01:46,4602,9107,15282,17209,1152,237,868,12,108,4819534
2015/12/26 15:06:37,5037,9908,15753,17386,1152,242,871,12,108,4820244
2015/12/26 16:37:22,5404,10362,16010,17586,1153,242,873,12,108,4820394
2015/12/26 17:00:16,5816,10674,16034,17704,1153,242,873,12,108,4821506
2015/12/26 18:12:16,6666,10880,16574,17798,1153,243,874,12,108,4821721
2015/12/26 19:02:51,6611,10983,16606,17815,1153,243,874,12,108,4821874
2015/12/26 20:41:53,7216,11597,16629,17868,1153,243,874,12,108,4822069
2015/12/26 21:23:15,7405,11836,16651,17901,1153,243,874,12,108,4822109
2015/12/26 22:01:55,8348,12224,16989,17914,1153,244,874,12,108,4822414
2015/12/26 23:00:56,7947,11742,17015,17429,1153,245,874,12,108,4834079
2015/12/27 13:09:49,9001,12003,17014,17226,1156,254,875,10,108,4841423
2015/12/27 15:18:32,10218,12607,17369,17289,1156,254,875,10,108,4841653
2015/12/27 16:07:43,10416,12855,17400,17325,1156,254,875,10,108,4841693
2015/12/27 18:18:44,11284,13047,17682,17074,1156,256,876,10,108,4842183
2015/12/27 19:37:53,12070,13976,18036,17270,1156,256,876,10,108,4842313
2015/12/27 20:47:03,12848,14169,18389,17313,1156,256,876,10,108,4842453
2015/12/27 21:08:40,13278,14541,18405,17320,1156,256,876,10,108,4842543
2015/12/27 22:03:48,13538,14848,18497,17409,1157,256,877,10,108,4842583
2015/12/27 23:06:26,14117,14495,19230,17610,1157,258,878,10,108,4849517
2015/12/27 23:09:22,14370,14619,19233,17541,1157,258,878,10,108,4849607
2015/12/28 13:25:13,15144,15340,18780,17318,1160,265,878,10,108,4859633
2015/12/28 14:22:03,15747,16048,18872,17357,1160,265,878,10,108,4859783
2015/12/28 15:25:47,15918,16511,19004,17398,1160,266,878,10,108,4859863
2015/12/28 16:45:32,16344,17143,19120,17425,1160,268,878,10,108,4859993
2015/12/28 17:15:33,16476,17473,19125,17455,1160,268,878,10,108,4860053
2015/12/28 18:11:48,16615,17930,19435,17624,1160,269,878,10,108,4860073
2015/12/28 19:02:16,17022,18418,19798,17765,1160,273,882,10,108,4860912
2015/12/28 20:00:17,12734,17647,14827,17590,1161,257,888,10,108,4875272
2015/12/28 21:18:31,10414,16381,11775,16801,1161,248,888,11,108,4881072
2015/12/28 22:03:23,10860,17326,12378,17136,1161,250,891,11,108,4881152
2015/12/28 22:32:33,10844,17453,12403,17145,1161,251,891,11,108,4881172
2015/12/28 23:01:28,10590,17259,12459,17005,1161,251,891,11,108,4884362
2015/12/29 08:32:46,10624,17757,12138,16951,1162,251,893,11,108,4890156
2015/12/29 18:07:00,11425,17965,12619,18037,1163,253,895,11,108,4891076
2015/12/29 18:34:08,12233,18108,13151,18846,1178,271,911,11,108,4891496
2015/12/29 19:29:32,11936,17789,13181,18849,1178,271,912,11,108,4891776
2015/12/29 20:01:12,12462,18326,12693,18177,1181,275,910,10,108,4891912
2015/12/29 21:07:26,13057,18790,12980,18359,1182,276,912,10,108,4892842
2015/12/29 22:08:17,13953,19070,13366,18399,1182,276,912,10,108,4893002
2015/12/30 08:18:02,15033,20782,14276,18933,1182,276,916,13,108,4898212
2015/12/30 09:00:46,15740,20976,14433,19362,1182,279,916,13,108,4898712
2015/12/30 10:49:24,16046,21259,14753,19613,1183,279,918,14,108,4898892
2015/12/30 11:25:25,16484,21630,14768,19625,1183,279,918,14,108,4898982
2015/12/30 14:10:14,17465,22015,15331,19800,1183,279,919,14,108,4899122
2015/12/30 15:43:14,18648,22563,15646,19851,1183,279,919,14,108,4899352
2015/12/30 16:12:17,18835,22793,15673,19881,1183,279,919,14,108,4899392
2015/12/30 18:16:13,18614,22527,15796,19862,1183,279,920,14,108,4899880
2015/12/30 19:01:02,20051,23186,15365,19187,1185,285,920,14,108,4902278
2015/12/30 20:04:38,20061,23153,15425,19208,1185,285,920,14,108,4902334
2015/12/31 13:34:14,24106,25729,18270,20808,1187,290,924,14,108,4905814
2015/12/31 14:11:35,24142,25765,18305,20820,1187,290,924,14,108,4905814
2015/12/31 15:32:55,24086,25667,18389,20773,1187,290,924,14,108,4906174
2015/12/31 20:26:55,24265,25874,18703,20891,1187,290,925,14,108,4906249
2015/12/31 21:12:14,25624,26611,18775,20646,1189,295,927,13,108,4906439
2015/12/31 22:11:16,25610,26868,18861,20665,1189,295,927,13,108,4906479
2016/01/01 11:48:17,21663,21694,15307,20033,1192,300,914,13,108,4924261
2016/01/01 12:03:43,21551,21952,15607,20053,1192,302,914,13,108,4924471
2016/01/01 13:00:09,22422,22011,15641,19467,1196,307,916,13,108,4925601
2016/01/01 14:03:02,23045,22406,17621,19518,1196,310,925,17,108,4932373
2016/01/01 15:08:42,23283,22723,18074,20124,1196,310,927,17,108,4934358
2016/01/01 16:00:11,23580,22458,18348,19987,1196,310,928,17,108,4934648
2016/01/01 17:01:33,22920,21543,18767,20537,1196,311,931,19,108,4942688
2016/01/01 17:23:19,25086,21645,18803,20599,1196,311,931,19,108,4943858
2016/01/01 18:23:17,25116,21705,18806,20619,1196,311,931,19,108,4943858
2016/01/01 19:19:29,25434,21999,19370,20502,1196,311,931,19,108,4946238
2016/01/01 20:00:11,25028,23650,19808,20446,1196,313,931,19,108,4949578
2016/01/02 14:05:31,26271,24099,25085,23763,1201,323,945,32,108,4979118
2016/01/02 14:48:45,26086,24261,25055,23783,1201,325,946,32,108,4979628
2016/01/02 15:17:30,26019,24782,25461,23792,1201,325,946,32,108,4979728
2016/01/02 16:01:00,26391,24751,25668,23807,1201,325,946,32,108,4979778
2016/01/02 17:30:36,26573,25041,25640,23857,1201,325,946,32,108,4979818
2016/01/02 18:33:42,26876,25938,26275,24078,1201,327,946,32,108,4979908
2016/01/02 19:00:10,27449,25889,26581,24087,1201,327,946,32,108,4980008
2016/01/02 20:27:16,27677,26226,26596,24186,1202,327,947,32,108,4980048
2016/01/02 21:29:03,21781,19790,19903,22226,1202,327,927,32,108,4980138
2016/01/02 22:03:51,22380,19771,20257,22238,1202,327,927,32,108,4980268
2016/01/02 23:04:17,22526,20118,20297,22358,1202,328,927,32,108,4980358
2016/01/03 19:13:48,24678,22568,21858,22901,1206,336,926,30,108,4985397
2016/01/03 20:14:19,24549,22443,21937,22806,1206,337,927,30,108,4985825
2016/01/03 21:06:34,25173,23415,22882,22994,1206,337,927,30,108,4986015
2016/01/03 22:02:18,25086,23259,22910,22877,1206,337,927,30,108,4986967
2016/01/03 23:00:37,25160,23481,23490,22782,1206,337,928,30,108,4992141
2016/01/04 15:00:59,26854,24704,23564,22982,1209,340,927,30,108,4993167
2016/01/04 16:57:40,27307,25439,24118,23041,1209,340,927,30,108,4993357
2016/01/04 17:19:45,27493,25660,24152,23068,1209,340,927,30,108,4993397
2016/01/04 18:11:35,27509,25711,24138,23085,1209,340,927,30,108,4993397
2016/01/04 19:28:17,27964,26407,24818,23131,1209,340,927,30,108,4993587
2016/01/04 20:09:17,27951,26449,24837,23145,1209,340,927,30,108,4993587
2016/01/04 21:05:32,28451,27037,25172,23613,1209,342,929,31,108,4993677
2016/01/04 22:04:53,29187,27613,25849,23853,1210,342,930,31,108,4993827
2016/01/05 13:18:10,27458,27180,24238,24103,1213,343,935,31,108,5007531
2016/01/05 14:05:55,28183,28138,25226,24469,1213,345,938,31,108,5007671
2016/01/05 14:46:40,25419,26559,22613,23627,1213,336,940,31,108,5012911
2016/01/05 14:57:03,25218,26991,21863,23751,1214,333,942,31,108,5013511
2016/01/05 16:12:53,24922,26704,21855,23421,1214,333,942,31,108,5013511
2016/01/05 17:04:52,24410,26604,21238,23123,1215,330,944,31,108,5017921
2016/01/05 18:12:33,21766,25725,17831,22756,1215,319,945,31,108,5021481
2016/01/05 19:00:09,17611,24213,12840,22041,1215,302,945,31,108,5033361
2016/01/05 20:48:38,17947,24656,13756,22017,1215,302,945,31,108,5033601
2016/01/05 21:17:08,17956,24683,13749,22026,1215,302,945,31,108,5033601
2016/01/05 22:11:08,18073,25241,14045,22064,1215,302,945,31,108,5033691
2016/01/05 23:01:36,18401,25558,13663,22101,1215,302,945,31,108,5036481
2016/01/05 23:05:04,18350,25490,13706,22082,1215,302,945,31,108,5036511
2016/01/06 08:42:41,18938,26405,14397,22555,1215,303,949,34,108,5038981
2016/01/06 09:00:33,19449,26442,14810,23156,1215,304,949,34,108,5039453
2016/01/06 10:20:09,19371,26282,14175,22322,1218,306,945,32,108,5039653
2016/01/06 18:05:31,18100,26186,13562,21782,1219,300,951,32,108,5056063
2016/01/06 19:46:31,17958,26651,13790,21996,1219,301,954,33,108,5056593
2016/01/06 20:49:52,18533,26838,14061,22037,1219,301,954,33,108,5056683
2016/01/06 21:14:31,18557,26862,14085,22045,1219,301,954,33,108,5056683
2016/01/06 22:41:33,18721,27643,14571,22094,1219,301,954,33,108,5056823
2016/01/06 23:02:44,19195,27691,14774,22102,1219,302,954,33,108,5056943
2016/01/07 10:39:13,20041,28291,15554,22504,1219,302,954,33,108,5057003
2016/01/07 10:44:47,20633,28405,16000,23136,1219,303,954,33,108,5057323
2016/01/07 16:59:21,21152,28664,16710,23120,1220,303,956,33,108,5058713
2016/01/07 17:00:05,21075,29158,17118,23121,1220,303,956,33,108,5058813
2016/01/07 18:37:31,15990,22460,9826,20363,1222,305,931,31,108,5058953
2016/01/07 19:01:49,16211,22647,9990,20441,1222,306,933,31,108,5062597
2016/01/07 20:07:03,17170,22885,11379,20813,1222,309,937,31,108,5065057
2016/01/07 21:36:34,17417,23175,11466,20863,1222,309,937,31,108,5065097
2016/01/07 22:22:24,17657,23450,11553,20928,1222,311,937,31,108,5065137
2016/01/07 23:00:26,18532,24392,12936,21341,1225,311,941,31,108,5068637
2016/01/08 13:06:52,18582,23308,14122,23218,1225,314,946,33,108,5082593
2016/01/08 14:04:04,19104,24089,14348,22867,1229,320,950,33,108,5084474
2016/01/08 14:26:06,19414,23882,14556,22974,1229,320,950,33,108,5084874
2016/01/08 15:00:10,20237,23785,15403,23366,1231,324,950,33,108,5088714
2016/01/08 15:46:46,19861,23501,16123,23070,1231,325,951,36,108,5095781
2016/01/08 16:00:02,19502,23374,15630,23075,1231,324,951,36,108,5096041
2016/01/08 17:02:18,18165,22588,15445,22925,1231,322,951,36,108,5099431
2016/01/08 18:25:35,17946,21703,15673,22903,1231,321,951,36,108,5100781
2016/01/08 19:00:21,17995,21726,15729,22920,1231,321,951,36,108,5101601
2016/01/08 20:01:51,17224,21188,15880,22900,1231,319,951,36,108,5103511
2016/01/09 08:57:27,15947,17990,16066,23121,1231,313,951,36,108,5110915
2016/01/09 09:03:03,16389,17960,16512,23703,1231,313,951,36,108,5111175
2016/01/09 14:32:32,16594,17904,15960,22902,1234,315,948,36,108,5111715
2016/01/09 15:00:49,17231,18280,16680,22992,1234,315,949,36,108,5112085
2016/01/09 16:03:41,17515,18570,16861,23003,1234,317,952,38,108,5112245
2016/01/09 17:19:08,17709,18845,16863,23048,1234,317,952,38,108,5112285
2016/01/09 18:10:22,17664,19390,17288,23065,1234,317,952,38,108,5112385
2016/01/09 19:34:49,18589,19842,17778,23203,1234,319,955,38,108,5114100
2016/01/09 20:03:48,18455,19570,17828,22843,1234,319,955,38,108,5117528
2016/01/09 21:06:00,18359,19868,18122,22839,1234,319,955,38,108,5117722
2016/01/10 16:52:00,19748,22505,20206,23404,1238,330,958,38,108,5124622
2016/01/10 16:59:59,19850,22666,20235,23427,1238,330,958,38,108,5124982
2016/01/10 17:01:07,19850,22666,20235,23427,1238,330,958,38,108,5124982
2016/01/10 17:01:57,19900,22716,20285,23477,1238,331,959,38,108,5124982
2016/01/10 17:21:02,20191,23231,20976,23884,1239,334,961,38,108,5125368
2016/01/10 18:02:27,20686,23524,21697,24147,1239,334,962,38,108,5126154
2016/01/10 18:10:45,20619,23485,21706,24150,1239,334,962,38,108,5126474
2016/01/10 18:14:03,20586,23464,21709,24151,1239,334,962,38,108,5126634
2016/01/10 18:25:11,20755,23676,21717,24175,1239,334,962,38,108,5126674
2016/01/10 18:45:36,20692,23649,21723,24182,1239,334,962,38,108,5126930
2016/01/10 19:06:42,20673,23670,21671,24189,1239,334,962,38,108,5126930
2016/01/10 19:17:45,20537,23586,21683,24193,1239,334,962,38,108,5127570
2016/01/10 19:19:04,20537,23586,21683,24193,1239,334,962,38,108,5127570
2016/01/10 19:52:32,20487,23571,21703,24204,1239,334,962,38,108,5127858
2016/01/10 20:01:10,20665,23780,21732,24227,1239,334,962,38,108,5128058
2016/01/10 20:06:11,20519,24042,22008,24229,1239,334,962,38,108,5128236
2016/01/10 20:43:19,20806,23954,22195,24241,1239,334,962,38,108,5128574
2016/01/10 20:48:32,20738,23912,22201,24243,1239,334,962,38,108,5128894
2016/01/10 21:11:17,20750,23933,22206,24250,1239,334,962,38,108,5128894
2016/01/10 21:17:31,20654,23991,22242,24252,1239,334,962,38,108,5129170
2016/01/10 21:23:07,20588,23949,22248,24254,1239,334,962,38,108,5129458
2016/01/10 22:00:49,20742,24284,22368,24287,1239,336,962,38,108,5129678
2016/01/10 22:09:21,20543,24171,22208,24290,1239,336,962,38,108,5130126
2016/01/10 22:34:57,20458,24247,22245,24298,1239,336,962,38,108,5130466
2016/01/10 23:03:23,20543,24881,22581,24328,1239,336,962,38,108,5130704
2016/01/10 23:06:10,20470,24836,22584,24329,1239,336,962,38,108,5130864
2016/01/10 23:39:39,20401,24921,22639,24340,1239,336,962,38,108,5131140
2016/01/11 00:04:33,20425,24945,22663,24348,1239,336,962,38,108,5131300
2016/01/11 00:12:18,20396,24930,22672,24351,1239,336,962,38,108,5131300
2016/01/11 14:20:01,22373,25916,24024,24800,1243,344,967,39,108,5139610
2016/01/11 15:08:33,22008,25594,23867,24731,1243,344,968,39,108,5140420
2016/01/11 16:11:14,22529,26075,24599,24752,1243,344,968,39,108,5140620
2016/01/11 18:18:09,22801,26404,24695,24815,1243,344,968,39,108,5140660
2016/01/11 20:09:01,23289,27133,25315,24872,1243,344,968,39,108,5140850
2016/01/11 21:01:31,23489,27384,25341,24909,1243,344,968,39,108,5140890
2016/01/11 22:05:36,24739,28447,26503,25500,1243,345,970,40,108,5143730
2016/01/11 23:06:34,24154,27994,26340,25126,1243,347,970,40,108,5147010
2016/01/12 14:28:25,25304,27471,28468,26123,1244,350,977,43,108,5163087
2016/01/12 16:33:31,25962,28339,29569,26585,1245,352,985,43,108,5163627
2016/01/12 17:08:24,26151,28539,29562,26616,1245,352,985,43,108,5163667
2016/01/12 20:19:15,26968,29172,29663,26014,1248,355,984,42,108,5163767
2016/01/12 21:06:30,27399,29713,30294,26050,1248,355,984,42,108,5165801
2016/01/12 22:09:16,27512,29982,31377,26241,1248,356,984,42,108,5173449
2016/01/12 23:04:10,27556,30251,31530,26259,1248,357,984,42,108,5173579
2016/01/12 23:10:07,27478,30745,31927,26261,1248,357,984,42,108,5173839
2016/01/13 14:12:12,30306,31047,33100,27562,1254,365,977,34,108,5181555
2016/01/13 15:07:39,30298,30774,33250,27520,1254,366,979,34,108,5182794
2016/01/13 16:50:30,29644,29242,33791,27980,1254,367,983,36,108,5191483
2016/01/13 17:09:26,29815,29442,33811,28000,1254,367,983,36,108,5191523
2016/01/13 18:20:05,30021,29658,33727,28000,1254,367,983,36,108,5191568
2016/01/13 19:00:13,31207,29497,33947,28520,1254,367,983,36,108,5192506
2016/01/13 20:00:27,32646,30076,34142,28705,1255,368,984,36,108,5194168
2016/01/13 21:01:26,33761,29831,34526,28940,1257,369,987,36,108,5199136
2016/01/13 22:02:46,35028,30082,34891,29110,1257,369,987,36,109,5202455
2016/01/13 22:49:57,35835,29139,35891,28931,1257,373,985,42,109,5208046
2016/01/13 22:56:14,35896,29267,35911,28951,1257,373,985,42,109,5208374
2016/01/13 22:56:47,35896,29267,35911,28951,1257,373,985,42,109,5208374
2016/01/13 23:01:09,35860,29243,35911,28951,1257,373,985,42,109,5208662
2016/01/13 23:02:18,35824,29219,35911,28951,1257,373,985,42,109,5208662
2016/01/14 13:47:45,35455,28502,35143,28553,1258,375,968,45,109,5211990
2016/01/14 14:00:19,36385,28980,34777,27795,1260,377,967,45,109,5212253
2016/01/14 14:18:37,35967,28456,34737,27686,1260,378,965,43,109,5212789
2016/01/14 14:20:38,35967,28456,34737,27686,1260,378,965,43,109,5212789
2016/01/14 14:52:57,35812,28384,34656,27697,1260,378,965,43,109,5213157
2016/01/14 14:53:34,35812,28384,34656,27697,1260,378,965,43,109,5213157
2016/01/14 15:18:05,35779,28384,34593,27706,1260,378,965,43,109,5213157
